    tau[ns]  H=1.000e-08  H=2.154e-08  H=4.642e-08  H=1.000e-07  H=2.154e-07  H=4.642e-07  H=1.000e-06
  0.05882237    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.05916474    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.05950911    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.05985548    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06020386    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06055427    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06090672    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06126123    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06161779    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06197643    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06233716    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06269999    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06306493    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06343199    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06380119    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06417254    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06454606    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06492174    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06529961    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06567968    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06606197    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06644648    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06683322    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06722222    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06761348    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06800702    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06840285    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06880098    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06920143    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06960421    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07000934    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07041682    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07082668    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07123892    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07165356    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07207061    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07249009    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07291202    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07333640    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07376324    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07419258    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07462441    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07505875    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07549563    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07593504    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07637702    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07682156    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07726870    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07771843    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07817079    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07862577    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07908341    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07954371    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08000668    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08047236    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08094074    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08141185    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08188570    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08236231    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08284169    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08332387    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08380885    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08429665    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08478729    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08528079    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08577716    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08627642    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08677858    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08728367    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08779170    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08830268    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08881664    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08933359    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08985355    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09037653    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09090256    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09143165    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09196382    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09249909    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09303748    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09357899    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09412366    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09467150    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09522253    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09577676    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09633422    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09689493    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09745890    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09802615    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09859670    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
  0.09917058    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
  0.09974779    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
  0.10032837    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000002
  0.10091232    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000004
  0.10149967    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000006
  0.10209044    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000009
  0.10268465    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000014
  0.10328232    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000022
  0.10388347    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000033
  0.10448811    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000049
  0.10509627    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000073
  0.10570798    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000107
  0.10632324    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001    0.00000156
  0.10694209    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001    0.00000225
  0.10756454    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000002    0.00000321
  0.10819061    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000004    0.00000454
  0.10882032    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000007    0.00000636
  0.10945370    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000011    0.00000883
  0.11009077    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000020    0.00001215
  0.11073154    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000033    0.00001656
  0.11137605    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000055    0.00002236
  0.11202430    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000091    0.00002991
  0.11267633    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000146    0.00003966
  0.11333215    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000233    0.00005210
  0.11399179    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001    0.00000364    0.00006785
  0.11465527    0.00000000    0.00000000    0.00000000    0.00000000    0.00000002    0.00000562    0.00008756
  0.11532262    0.00000000    0.00000000    0.00000000    0.00000000    0.00000005    0.00000853    0.00011200
  0.11599384    0.00000000    0.00000000    0.00000000    0.00000000    0.00000010    0.00001277    0.00014201
  0.11666898    0.00000000    0.00000000    0.00000000    0.00000000    0.00000020    0.00001885    0.00017851
  0.11734804    0.00000000    0.00000000    0.00000000    0.00000000    0.00000039    0.00002741    0.00022246
  0.11803105    0.00000000    0.00000000    0.00000000    0.00000000    0.00000074    0.00003930    0.00027486
  0.11871804    0.00000000    0.00000000    0.00000000    0.00000000    0.00000139    0.00005556    0.00033674
  0.11940903    0.00000000    0.00000000    0.00000000    0.00000000    0.00000252    0.00007745    0.00040909
  0.12010404    0.00000000    0.00000000    0.00000000    0.00000001    0.00000447    0.00010648    0.00049287
  0.12080310    0.00000000    0.00000000    0.00000000    0.00000001    0.00000775    0.00014439    0.00058893
  0.12150622    0.00000000    0.00000000    0.00000000    0.00000004    0.00001310    0.00019318    0.00069798
  0.12221344    0.00000000    0.00000000    0.00000000    0.00000011    0.00002163    0.00025501    0.00082056
  0.12292477    0.00000000    0.00000000    0.00000000    0.00000026    0.00003490    0.00033221    0.00095697
  0.12364025    0.00000000    0.00000000    0.00000000    0.00000063    0.00005500    0.00042717    0.00110725
  0.12435988    0.00000000    0.00000000    0.00000000    0.00000144    0.00008474    0.00054223    0.00127112
  0.12508371    0.00000000    0.00000000    0.00000000    0.00000317    0.00012767    0.00067960    0.00144796
  0.12581175    0.00000000    0.00000000    0.00000000    0.00000668    0.00018814    0.00084114    0.00163679
  0.12654403    0.00000000    0.00000000    0.00000002    0.00001350    0.00027130    0.00102827    0.00183626
  0.12728057    0.00000000    0.00000000    0.00000007    0.00002622    0.00038293    0.00124176    0.00204463
  0.12802139    0.00000000    0.00000000    0.00000023    0.00004894    0.00052924    0.00148165    0.00225981
  0.12876653    0.00000000    0.00000000    0.00000075    0.00008788    0.00071647    0.00174702    0.00247939
  0.12951601    0.00000000    0.00000000    0.00000225    0.00015189    0.00095044    0.00203598    0.00270066
  0.13026984    0.00000000    0.00000000    0.00000631    0.00025290    0.00123587    0.00234557    0.00292067
  0.13102807    0.00000000    0.00000001    0.00001643    0.00040593    0.00157581    0.00267177    0.00313631
  0.13179071    0.00000000    0.00000008    0.00003985    0.00062860    0.00197095    0.00300955    0.00334440
  0.13255778    0.00000000    0.00000042    0.00009023    0.00093983    0.00241905    0.00335298    0.00354172
  0.13332933    0.00000000    0.00000201    0.00019091    0.00135766    0.00291454    0.00369541    0.00372514
  0.13410536    0.00000000    0.00000831    0.00037811    0.00189642    0.00344830    0.00402972    0.00389169
  0.13488591    0.00000002    0.00003020    0.00070211    0.00256334    0.00400783    0.00434850    0.00403864
  0.13567100    0.00000028    0.00009662    0.00122429    0.00335533    0.00457763    0.00464442    0.00416357
  0.13646066    0.00000251    0.00027294    0.00200792    0.00425649    0.00513988    0.00491049    0.00426444
  0.13725492    0.00001762    0.00068314    0.00310230    0.00523701    0.00567549    0.00514032    0.00433965
  0.13805380    0.00009676    0.00152011    0.00452261    0.00625400    0.00616516    0.00532842    0.00438807
  0.13885733    0.00041923    0.00301734    0.00623094    0.00725440    0.00659066    0.00547039    0.00440904
  0.13966554    0.00144323    0.00536066    0.00812583    0.00817972    0.00693598    0.00556310    0.00440243
  0.14047845    0.00397601    0.00855296    0.01004658    0.00897203    0.00718834    0.00560478    0.00436857
  0.14129610    0.00882861    0.01229629    0.01179480    0.00958027    0.00733900    0.00559505    0.00430831
  0.14211850    0.01591335    0.01598242    0.01316939    0.00996586    0.00738370    0.00553492    0.00422289
  0.14294569    0.02344968    0.01884368    0.01400614    0.01010679    0.00732281    0.00542670    0.00411396
  0.14377769    0.02845037    0.02021997    0.01421081    0.00999952    0.00716112    0.00527382    0.00398352
  0.14461454    0.02862003    0.01981133    0.01377620    0.00965856    0.00690735    0.00508073    0.00383381
  0.14545625    0.02403926    0.01778201    0.01277921    0.00911392    0.00657339    0.00485259    0.00366733
  0.14630287    0.01697689    0.01466846    0.01136022    0.00840703    0.00617344    0.00459515    0.00348667
  0.14715441    0.01015021    0.01115608    0.00969191    0.00758573    0.00572308    0.00431444    0.00329454
  0.14801091    0.00517295    0.00784748    0.00794675    0.00669934    0.00523827    0.00401660    0.00309365
  0.14887240    0.00226248    0.00512139    0.00627090    0.00579421    0.00473457    0.00370766    0.00288665
  0.14973890    0.00089218    0.00324600    0.00497682    0.00512453    0.00441075    0.00354137    0.00279285
  0.15061044    0.00030984    0.00194463    0.00385963    0.00449938    0.00411013    0.00339597    0.00271822
  0.15148706    0.00009453    0.00109450    0.00290232    0.00388847    0.00379695    0.00323985    0.00263698
  0.15236878    0.00002551    0.00058062    0.00211949    0.00331030    0.00347875    0.00307571    0.00255017
  0.15325563    0.00000613    0.00029124    0.00150549    0.00277814    0.00316221    0.00290616    0.00245881
  0.15414764    0.00000132    0.00013857    0.00104173    0.00230022    0.00285305    0.00273364    0.00236389
  0.15504484    0.00000026    0.00006274    0.00070327    0.00188036    0.00255593    0.00256036    0.00226637
  0.15594727    0.00000005    0.00002711    0.00046391    0.00151878    0.00227446    0.00238832    0.00216715
  0.15685495    0.00000001    0.00001122    0.00029946    0.00121298    0.00201123    0.00221925    0.00206706
  0.15776791    0.00000000    0.00000446    0.00018944    0.00095859    0.00176793    0.00205463    0.00196687
  0.15868618    0.00000000    0.00000171    0.00011762    0.00075016    0.00154544    0.00189568    0.00186729
  0.15960980    0.00000000    0.00000063    0.00007178    0.00058173    0.00134396    0.00174337    0.00176893
  0.16053880    0.00000000    0.00000023    0.00004311    0.00044734    0.00116312    0.00159843    0.00167235
  0.16147320    0.00000000    0.00000008    0.00002552    0.00034137    0.00100213    0.00146140    0.00157802
  0.16241304    0.00000000    0.00000003    0.00001491    0.00025868    0.00085990    0.00133259    0.00148634
  0.16335836    0.00000000    0.00000001    0.00000861    0.00019478    0.00073509    0.00121218    0.00139763
  0.16430917    0.00000000    0.00000000    0.00000492    0.00014584    0.00062627    0.00110019    0.00131216
  0.16526552    0.00000000    0.00000000    0.00000279    0.00010865    0.00053193    0.00099649    0.00123014
  0.16622743    0.00000000    0.00000000    0.00000157    0.00008059    0.00045058    0.00090090    0.00115171
  0.16719495    0.00000000    0.00000000    0.00000087    0.00005956    0.00038077    0.00081312    0.00107696
  0.16816809    0.00000000    0.00000000    0.00000049    0.00004387    0.00032111    0.00073280    0.00100594
  0.16914690    0.00000000    0.00000000    0.00000027    0.00003224    0.00027033    0.00065956    0.00093868
  0.17013141    0.00000000    0.00000000    0.00000015    0.00002365    0.00022726    0.00059298    0.00087513
  0.17112164    0.00000000    0.00000000    0.00000008    0.00001732    0.00019084    0.00053261    0.00081524
  0.17211764    0.00000000    0.00000000    0.00000004    0.00001268    0.00016014    0.00047803    0.00075894
  0.17311944    0.00000000    0.00000000    0.00000002    0.00000928    0.00013430    0.00042878    0.00070613
  0.17412707    0.00000000    0.00000000    0.00000001    0.00000679    0.00011261    0.00038444    0.00065669
  0.17514056    0.00000000    0.00000000    0.00000001    0.00000498    0.00009443    0.00034459    0.00061049
  0.17615995    0.00000000    0.00000000    0.00000000    0.00000365    0.00007921    0.00030885    0.00056738
  0.17718527    0.00000000    0.00000000    0.00000000    0.00000268    0.00006649    0.00027682    0.00052724
  0.17821657    0.00000000    0.00000000    0.00000000    0.00000198    0.00005586    0.00024817    0.00048990
  0.17925386    0.00000000    0.00000000    0.00000000    0.00000146    0.00004699    0.00022257    0.00045522
  0.18029719    0.00000000    0.00000000    0.00000000    0.00000108    0.00003957    0.00019971    0.00042305
  0.18134660    0.00000000    0.00000000    0.00000000    0.00000081    0.00003339    0.00017932    0.00039323
  0.18240211    0.00000000    0.00000000    0.00000000    0.00000060    0.00002822    0.00016113    0.00036563
  0.18346377    0.00000000    0.00000000    0.00000000    0.00000045    0.00002390    0.00014493    0.00034009
  0.18453160    0.00000000    0.00000000    0.00000000    0.00000034    0.00002029    0.00013049    0.00031650
  0.18560566    0.00000000    0.00000000    0.00000000    0.00000026    0.00001727    0.00011764    0.00029470
  0.18668596    0.00000000    0.00000000    0.00000000    0.00000020    0.00001474    0.00010618    0.00027458
  0.18777255    0.00000000    0.00000000    0.00000000    0.00000015    0.00001262    0.00009599    0.00025602
  0.18886546    0.00000000    0.00000000    0.00000000    0.00000012    0.00001084    0.00008691    0.00023891
  0.18996474    0.00000000    0.00000000    0.00000000    0.00000009    0.00000934    0.00007881    0.00022314
  0.19107041    0.00000000    0.00000000    0.00000000    0.00000007    0.00000807    0.00007160    0.00020861
  0.19218252    0.00000000    0.00000000    0.00000000    0.00000006    0.00000700    0.00006518    0.00019522
  0.19330111    0.00000000    0.00000000    0.00000000    0.00000004    0.00000610    0.00005944    0.00018289
  0.19442620    0.00000000    0.00000000    0.00000000    0.00000004    0.00000533    0.00005433    0.00017154
  0.19555784    0.00000000    0.00000000    0.00000000    0.00000003    0.00000468    0.00004976    0.00016109
  0.19669607    0.00000000    0.00000000    0.00000000    0.00000002    0.00000413    0.00004568    0.00015147
  0.19784092    0.00000000    0.00000000    0.00000000    0.00000002    0.00000366    0.00004204    0.00014262
  0.19899244    0.00000000    0.00000000    0.00000000    0.00000002    0.00000325    0.00003878    0.00013448
  0.20015066    0.00000000    0.00000000    0.00000000    0.00000001    0.00000291    0.00003586    0.00012698
  0.20131562    0.00000000    0.00000000    0.00000000    0.00000001    0.00000261    0.00003325    0.00012009
  0.20248736    0.00000000    0.00000000    0.00000000    0.00000001    0.00000236    0.00003091    0.00011374
  0.20366592    0.00000000    0.00000000    0.00000000    0.00000001    0.00000214    0.00002881    0.00010791
  0.20485134    0.00000000    0.00000000    0.00000000    0.00000001    0.00000195    0.00002693    0.00010254
  0.20604367    0.00000000    0.00000000    0.00000000    0.00000001    0.00000178    0.00002524    0.00009761
  0.20724293    0.00000000    0.00000000    0.00000000    0.00000001    0.00000164    0.00002373    0.00009308
  0.20844917    0.00000000    0.00000000    0.00000000    0.00000000    0.00000152    0.00002238    0.00008892
  0.20966243    0.00000000    0.00000000    0.00000000    0.00000000    0.00000141    0.00002116    0.00008510
  0.21088275    0.00000000    0.00000000    0.00000000    0.00000000    0.00000132    0.00002007    0.00008159
  0.21211018    0.00000000    0.00000000    0.00000000    0.00000000    0.00000124    0.00001910    0.00007838
  0.21334475    0.00000000    0.00000000    0.00000000    0.00000000    0.00000117    0.00001823    0.00007544
  0.21458650    0.00000000    0.00000000    0.00000000    0.00000000    0.00000111    0.00001745    0.00007275
  0.21583549    0.00000000    0.00000000    0.00000000    0.00000000    0.00000106    0.00001676    0.00007029
  0.21709174    0.00000000    0.00000000    0.00000000    0.00000000    0.00000102    0.00001614    0.00006806
  0.21835530    0.00000000    0.00000000    0.00000000    0.00000000    0.00000098    0.00001560    0.00006602
  0.21962622    0.00000000    0.00000000    0.00000000    0.00000000    0.00000095    0.00001513    0.00006418
  0.22090454    0.00000000    0.00000000    0.00000000    0.00000000    0.00000093    0.00001471    0.00006252
  0.22219030    0.00000000    0.00000000    0.00000000    0.00000000    0.00000091    0.00001435    0.00006103
  0.22348354    0.00000000    0.00000000    0.00000000    0.00000000    0.00000090    0.00001405    0.00005969
  0.22478430    0.00000000    0.00000000    0.00000000    0.00000000    0.00000089    0.00001380    0.00005851
  0.22609264    0.00000000    0.00000000    0.00000000    0.00000000    0.00000089    0.00001359    0.00005747
  0.22740860    0.00000000    0.00000000    0.00000000    0.00000000    0.00000089    0.00001343    0.00005657
  0.22873221    0.00000000    0.00000000    0.00000000    0.00000000    0.00000090    0.00001331    0.00005580
  0.23006353    0.00000000    0.00000000    0.00000000    0.00000000    0.00000091    0.00001324    0.00005515
  0.23140259    0.00000000    0.00000000    0.00000000    0.00000000    0.00000092    0.00001321    0.00005463
  0.23274945    0.00000000    0.00000000    0.00000000    0.00000000    0.00000094    0.00001322    0.00005422
  0.23410415    0.00000000    0.00000000    0.00000000    0.00000000    0.00000097    0.00001327    0.00005393
  0.23546674    0.00000000    0.00000000    0.00000000    0.00000000    0.00000100    0.00001336    0.00005376
  0.23683725    0.00000000    0.00000000    0.00000000    0.00000000    0.00000103    0.00001349    0.00005369
  0.23821574    0.00000000    0.00000000    0.00000000    0.00000001    0.00000107    0.00001366    0.00005374
  0.23960226    0.00000000    0.00000000    0.00000000    0.00000001    0.00000112    0.00001388    0.00005389
  0.24099685    0.00000000    0.00000000    0.00000000    0.00000001    0.00000118    0.00001414    0.00005416
  0.24239955    0.00000000    0.00000000    0.00000000    0.00000001    0.00000124    0.00001444    0.00005453
  0.24381041    0.00000000    0.00000000    0.00000000    0.00000001    0.00000132    0.00001480    0.00005502
  0.24522949    0.00000000    0.00000000    0.00000000    0.00000001    0.00000140    0.00001520    0.00005562
  0.24665683    0.00000000    0.00000000    0.00000000    0.00000001    0.00000150    0.00001566    0.00005634
  0.24809248    0.00000000    0.00000000    0.00000000    0.00000001    0.00000161    0.00001618    0.00005718
  0.24953648    0.00000000    0.00000000    0.00000000    0.00000001    0.00000173    0.00001675    0.00005814
  0.25098889    0.00000000    0.00000000    0.00000000    0.00000002    0.00000187    0.00001739    0.00005922
  0.25244975    0.00000000    0.00000000    0.00000000    0.00000002    0.00000202    0.00001810    0.00006044
  0.25391911    0.00000000    0.00000000    0.00000000    0.00000002    0.00000220    0.00001888    0.00006179
  0.25539703    0.00000000    0.00000000    0.00000000    0.00000003    0.00000240    0.00001974    0.00006329
