    tau[ns]  H=1.000e-08  H=2.154e-08  H=4.642e-08  H=1.000e-07  H=2.154e-07  H=4.642e-07  H=1.000e-06
  0.05882237    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.05916474    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.05950911    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.05985548    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06020386    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06055427    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06090672    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06126123    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06161779    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06197643    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06233716    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06269999    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06306493    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06343199    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06380119    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06417254    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06454606    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06492174    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06529961    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06567968    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06606197    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06644648    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06683322    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06722222    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06761348    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06800702    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06840285    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06880098    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06920143    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.06960421    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07000934    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07041682    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07082668    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07123892    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07165356    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07207061    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07249009    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07291202    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07333640    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07376324    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07419258    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07462441    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07505875    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07549563    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07593504    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07637702    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07682156    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07726870    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07771843    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07817079    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07862577    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07908341    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.07954371    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08000668    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08047236    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08094074    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08141185    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08188570    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08236231    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08284169    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08332387    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08380885    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08429665    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08478729    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08528079    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08577716    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08627642    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08677858    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08728367    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08779170    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08830268    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08881664    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08933359    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.08985355    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09037653    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000
  0.09090256    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
  0.09143165    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
  0.09196382    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001
  0.09249909    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000002
  0.09303748    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000004
  0.09357899    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000006
  0.09412366    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000009
  0.09467150    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000014
  0.09522253    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000021
  0.09577676    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000032
  0.09633422    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000049
  0.09689493    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000072
  0.09745890    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000106
  0.09802615    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001    0.00000155
  0.09859670    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001    0.00000224
  0.09917058    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000002    0.00000319
  0.09974779    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000004    0.00000452
  0.10032837    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000007    0.00000633
  0.10091232    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000011    0.00000879
  0.10149967    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000020    0.00001210
  0.10209044    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000033    0.00001649
  0.10268465    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000055    0.00002226
  0.10328232    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000090    0.00002979
  0.10388347    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000145    0.00003951
  0.10448811    0.00000000    0.00000000    0.00000000    0.00000000    0.00000000    0.00000231    0.00005192
  0.10509627    0.00000000    0.00000000    0.00000000    0.00000000    0.00000001    0.00000361    0.00006762
  0.10570798    0.00000000    0.00000000    0.00000000    0.00000000    0.00000002    0.00000558    0.00008730
  0.10632324    0.00000000    0.00000000    0.00000000    0.00000000    0.00000005    0.00000848    0.00011172
  0.10694209    0.00000000    0.00000000    0.00000000    0.00000000    0.00000010    0.00001270    0.00014172
  0.10756454    0.00000000    0.00000000    0.00000000    0.00000000    0.00000020    0.00001876    0.00017823
  0.10819061    0.00000000    0.00000000    0.00000000    0.00000000    0.00000039    0.00002732    0.00022222
  0.10882032    0.00000000    0.00000000    0.00000000    0.00000000    0.00000075    0.00003921    0.00027472
  0.10945370    0.00000000    0.00000000    0.00000000    0.00000000    0.00000140    0.00005550    0.00033675
  0.11009077    0.00000000    0.00000000    0.00000000    0.00000000    0.00000256    0.00007747    0.00040934
  0.11073154    0.00000000    0.00000000    0.00000000    0.00000001    0.00000456    0.00010665    0.00049345
  0.11137605    0.00000000    0.00000000    0.00000000    0.00000002    0.00000792    0.00014482    0.00058994
  0.11202430    0.00000000    0.00000000    0.00000000    0.00000005    0.00001343    0.00019401    0.00069954
  0.11267633    0.00000000    0.00000000    0.00000000    0.00000012    0.00002224    0.00025646    0.00082279
  0.11333215    0.00000000    0.00000000    0.00000000    0.00000030    0.00003597    0.00033455    0.00096000
  0.11399179    0.00000000    0.00000000    0.00000000    0.00000071    0.00005684    0.00043073    0.00111119
  0.11465527    0.00000000    0.00000000    0.00000000    0.00000164    0.00008778    0.00054741    0.00127604
  0.11532262    0.00000000    0.00000000    0.00000000    0.00000361    0.00013255    0.00068685    0.00145391
  0.11599384    0.00000000    0.00000000    0.00000001    0.00000763    0.00019573    0.00085095    0.00164375
  0.11666898    0.00000000    0.00000000    0.00000003    0.00001546    0.00028274    0.00104115    0.00184412
  0.11734804    0.00000000    0.00000000    0.00000010    0.00003007    0.00039968    0.00125820    0.00205318
  0.11803105    0.00000000    0.00000000    0.00000034    0.00005617    0.00055305    0.00150202    0.00226873
  0.11871804    0.00000000    0.00000000    0.00000110    0.00010087    0.00074934    0.00177159    0.00248820
  0.11940903    0.00000000    0.00000000    0.00000329    0.00017424    0.00099450    0.00206478    0.00270871
  0.12010404    0.00000000    0.00000000    0.00000914    0.00028970    0.00129322    0.00237834    0.00292715
  0.12080310    0.00000000    0.00000003    0.00002361    0.00046397    0.00164826    0.00270787    0.00314021
  0.12150622    0.00000000    0.00000018    0.00005670    0.00071623    0.00205972    0.00304791    0.00334452
  0.12221344    0.00000000    0.00000095    0.00012682    0.00106647    0.00252440    0.00339203    0.00353666
  0.12292477    0.00000000    0.00000437    0.00026460    0.00153277    0.00303542    0.00373304    0.00371334
  0.12364025    0.00000001    0.00001746    0.00051569    0.00212786    0.00358203    0.00406327    0.00387142
  0.12435988    0.00000011    0.00006098    0.00094029    0.00285534    0.00414983    0.00437480    0.00400805
  0.12508371    0.00000116    0.00018651    0.00160644    0.00370614    0.00472130    0.00465982    0.00412070
  0.12581175    0.00000951    0.00050136    0.00257548    0.00465633    0.00527666    0.00491096    0.00420729
  0.12654403    0.00005984    0.00118825    0.00388065    0.00566665    0.00579508    0.00512158    0.00426622
  0.12728057    0.00029172    0.00249118    0.00550380    0.00668456    0.00625596    0.00528606    0.00429638
  0.12802139    0.00110943    0.00463517    0.00735858    0.00764861    0.00664038    0.00540008    0.00429724
  0.12876653    0.00331482    0.00767911    0.00928872    0.00849479    0.00693236    0.00546074    0.00426880
  0.12951601    0.00783620    0.01136487    0.01108669    0.00916379    0.00712000    0.00546667    0.00421163
  0.13026984    0.01476043    0.01507457    0.01253092    0.00960807    0.00719619    0.00541810    0.00412679
  0.13102807    0.02231000    0.01797910    0.01343203    0.00979750    0.00715908    0.00531678    0.00401584
  0.13179071    0.02724959    0.01934371    0.01367456    0.00972264    0.00701199    0.00516587    0.00388076
  0.13255778    0.02708471    0.01883465    0.01324106    0.00939513    0.00676305    0.00496976    0.00372389
  0.13332933    0.02206081    0.01664964    0.01221184    0.00884542    0.00642444    0.00473386    0.00354786
  0.13410536    0.01482734    0.01340440    0.01074195    0.00811822    0.00601142    0.00446436    0.00335553
  0.13488591    0.00828010    0.00985892    0.00902407    0.00726677    0.00554123    0.00416795    0.00314987
  0.13567100    0.00386807    0.00664458    0.00724916    0.00634665    0.00503194    0.00385154    0.00293394
  0.13646066    0.00152179    0.00411569    0.00557510    0.00541033    0.00450139    0.00352204    0.00271077
  0.13725492    0.00050755    0.00234959    0.00410933    0.00450288    0.00396624    0.00318610    0.00248335
  0.13805380    0.00014444    0.00123963    0.00290576    0.00365934    0.00344130    0.00284995    0.00225450
  0.13885733    0.00003642    0.00062542    0.00203604    0.00299690    0.00303330    0.00260008    0.00209192
  0.13966554    0.00000838    0.00030940    0.00144709    0.00252979    0.00277701    0.00247312    0.00202779
  0.14047845    0.00000169    0.00014367    0.00099689    0.00210160    0.00252028    0.00234029    0.00195930
  0.14129610    0.00000030    0.00006282    0.00066670    0.00171952    0.00226832    0.00220372    0.00188727
  0.14211850    0.00000005    0.00002595    0.00043355    0.00138674    0.00202541    0.00206536    0.00181247
  0.14294569    0.00000001    0.00001016    0.00027457    0.00110318    0.00179493    0.00192700    0.00173567
  0.14377769    0.00000000    0.00000379    0.00016961    0.00086637    0.00157936    0.00179021    0.00165758
  0.14461454    0.00000000    0.00000134    0.00010235    0.00067218    0.00138032    0.00165636    0.00157885
  0.14545625    0.00000000    0.00000046    0.00006043    0.00051562    0.00119870    0.00152660    0.00150012
  0.14630287    0.00000000    0.00000015    0.00003496    0.00039134    0.00103477    0.00140187    0.00142192
  0.14715441    0.00000000    0.00000005    0.00001985    0.00029409    0.00088826    0.00128289    0.00134475
  0.14801091    0.00000000    0.00000001    0.00001108    0.00021900    0.00075853    0.00117020    0.00126905
  0.14887240    0.00000000    0.00000000    0.00000608    0.00016171    0.00064461    0.00106416    0.00119520
  0.14973890    0.00000000    0.00000000    0.00000329    0.00011849    0.00054535    0.00096499    0.00112349
  0.15061044    0.00000000    0.00000000    0.00000176    0.00008622    0.00045947    0.00087276    0.00105420
  0.15148706    0.00000000    0.00000000    0.00000093    0.00006234    0.00038567    0.00078741    0.00098754
  0.15236878    0.00000000    0.00000000    0.00000049    0.00004482    0.00032263    0.00070882    0.00092364
  0.15325563    0.00000000    0.00000000    0.00000025    0.00003207    0.00026907    0.00063677    0.00086264
  0.15414764    0.00000000    0.00000000    0.00000013    0.00002285    0.00022380    0.00057098    0.00080460
  0.15504484    0.00000000    0.00000000    0.00000007    0.00001622    0.00018571    0.00051114    0.00074955
  0.15594727    0.00000000    0.00000000    0.00000003    0.00001148    0.00015380    0.00045689    0.00069749
  0.15685495    0.00000000    0.00000000    0.00000002    0.00000810    0.00012715    0.00040788    0.00064841
  0.15776791    0.00000000    0.00000000    0.00000001    0.00000571    0.00010498    0.00036372    0.00060225
  0.15868618    0.00000000    0.00000000    0.00000000    0.00000402    0.00008658    0.00032404    0.00055894
  0.15960980    0.00000000    0.00000000    0.00000000    0.00000283    0.00007136    0.00028848    0.00051840
  0.16053880    0.00000000    0.00000000    0.00000000    0.00000199    0.00005879    0.00025667    0.00048053
  0.16147320    0.00000000    0.00000000    0.00000000    0.00000140    0.00004843    0.00022828    0.00044522
  0.16241304    0.00000000    0.00000000    0.00000000    0.00000099    0.00003990    0.00020298    0.00041236
  0.16335836    0.00000000    0.00000000    0.00000000    0.00000070    0.00003289    0.00018048    0.00038183
  0.16430917    0.00000000    0.00000000    0.00000000    0.00000050    0.00002714    0.00016048    0.00035351
  0.16526552    0.00000000    0.00000000    0.00000000    0.00000035    0.00002241    0.00014274    0.00032727
  0.16622743    0.00000000    0.00000000    0.00000000    0.00000025    0.00001853    0.00012701    0.00030299
  0.16719495    0.00000000    0.00000000    0.00000000    0.00000018    0.00001535    0.00011308    0.00028055
  0.16816809    0.00000000    0.00000000    0.00000000    0.00000013    0.00001274    0.00010075    0.00025983
  0.16914690    0.00000000    0.00000000    0.00000000    0.00000009    0.00001059    0.00008985    0.00024073
  0.17013141    0.00000000    0.00000000    0.00000000    0.00000007    0.00000883    0.00008020    0.00022311
  0.17112164    0.00000000    0.00000000    0.00000000    0.00000005    0.00000737    0.00007167    0.00020690
  0.17211764    0.00000000    0.00000000    0.00000000    0.00000004    0.00000618    0.00006413    0.00019197
  0.17311944    0.00000000    0.00000000    0.00000000    0.00000003    0.00000519    0.00005747    0.00017824
  0.17412707    0.00000000    0.00000000    0.00000000    0.00000002    0.00000438    0.00005157    0.00016562
  0.17514056    0.00000000    0.00000000    0.00000000    0.00000001    0.00000370    0.00004636    0.00015401
  0.17615995    0.00000000    0.00000000    0.00000000    0.00000001    0.00000314    0.00004175    0.00014336
  0.17718527    0.00000000    0.00000000    0.00000000    0.00000001    0.00000268    0.00003767    0.00013357
  0.17821657    0.00000000    0.00000000    0.00000000    0.00000001    0.00000229    0.00003406    0.00012458
  0.17925386    0.00000000    0.00000000    0.00000000    0.00000001    0.00000197    0.00003086    0.00011634
  0.18029719    0.00000000    0.00000000    0.00000000    0.00000000    0.00000170    0.00002802    0.00010876
  0.18134660    0.00000000    0.00000000    0.00000000    0.00000000    0.00000147    0.00002550    0.00010181
  0.18240211    0.00000000    0.00000000    0.00000000    0.00000000    0.00000128    0.00002326    0.00009544
  0.18346377    0.00000000    0.00000000    0.00000000    0.00000000    0.00000112    0.00002128    0.00008958
  0.18453160    0.00000000    0.00000000    0.00000000    0.00000000    0.00000099    0.00001951    0.00008421
  0.18560566    0.00000000    0.00000000    0.00000000    0.00000000    0.00000087    0.00001794    0.00007929
  0.18668596    0.00000000    0.00000000    0.00000000    0.00000000    0.00000077    0.00001654    0.00007476
  0.18777255    0.00000000    0.00000000    0.00000000    0.00000000    0.00000069    0.00001529    0.00007062
  0.18886546    0.00000000    0.00000000    0.00000000    0.00000000    0.00000062    0.00001418    0.00006681
  0.18996474    0.00000000    0.00000000    0.00000000    0.00000000    0.00000056    0.00001319    0.00006332
  0.19107041    0.00000000    0.00000000    0.00000000    0.00000000    0.00000051    0.00001230    0.00006012
  0.19218252    0.00000000    0.00000000    0.00000000    0.00000000    0.00000046    0.00001151    0.00005718
  0.19330111    0.00000000    0.00000000    0.00000000    0.00000000    0.00000043    0.00001081    0.00005449
  0.19442620    0.00000000    0.00000000    0.00000000    0.00000000    0.00000039    0.00001018    0.00005203
  0.19555784    0.00000000    0.00000000    0.00000000    0.00000000    0.00000036    0.00000961    0.00004977
  0.19669607    0.00000000    0.00000000    0.00000000    0.00000000    0.00000034    0.00000911    0.00004771
  0.19784092    0.00000000    0.00000000    0.00000000    0.00000000    0.00000032    0.00000866    0.00004583
  0.19899244    0.00000000    0.00000000    0.00000000    0.00000000    0.00000030    0.00000827    0.00004410
  0.20015066    0.00000000    0.00000000    0.00000000    0.00000000    0.00000029    0.00000791    0.00004254
  0.20131562    0.00000000    0.00000000    0.00000000    0.00000000    0.00000027    0.00000760    0.00004111
  0.20248736    0.00000000    0.00000000    0.00000000    0.00000000    0.00000026    0.00000732    0.00003982
  0.20366592    0.00000000    0.00000000    0.00000000    0.00000000    0.00000025    0.00000708    0.00003865
  0.20485134    0.00000000    0.00000000    0.00000000    0.00000000    0.00000025    0.00000687    0.00003759
  0.20604367    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000669    0.00003665
  0.20724293    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000654    0.00003580
  0.20844917    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000641    0.00003505
  0.20966243    0.00000000    0.00000000    0.00000000    0.00000000    0.00000023    0.00000631    0.00003440
  0.21088275    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000623    0.00003383
  0.21211018    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000617    0.00003335
  0.21334475    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000613    0.00003294
  0.21458650    0.00000000    0.00000000    0.00000000    0.00000000    0.00000024    0.00000612    0.00003261
  0.21583549    0.00000000    0.00000000    0.00000000    0.00000000    0.00000025    0.00000612    0.00003236
  0.21709174    0.00000000    0.00000000    0.00000000    0.00000000    0.00000026    0.00000615    0.00003219
  0.21835530    0.00000000    0.00000000    0.00000000    0.00000000    0.00000027    0.00000619    0.00003208
  0.21962622    0.00000000    0.00000000    0.00000000    0.00000000    0.00000028    0.00000626    0.00003204
  0.22090454    0.00000000    0.00000000    0.00000000    0.00000000    0.00000029    0.00000635    0.00003208
  0.22219030    0.00000000    0.00000000    0.00000000    0.00000000    0.00000030    0.00000646    0.00003219
  0.22348354    0.00000000    0.00000000    0.00000000    0.00000000    0.00000032    0.00000659    0.00003236
  0.22478430    0.00000000    0.00000000    0.00000000    0.00000000    0.00000034    0.00000674    0.00003261
  0.22609264    0.00000000    0.00000000    0.00000000    0.00000000    0.00000036    0.00000692    0.00003293
  0.22740860    0.00000000    0.00000000    0.00000000    0.00000000    0.00000039    0.00000713    0.00003332
  0.22873221    0.00000000    0.00000000    0.00000000    0.00000000    0.00000042    0.00000737    0.00003379
  0.23006353    0.00000000    0.00000000    0.00000000    0.00000000    0.00000045    0.00000763    0.00003434
  0.23140259    0.00000000    0.00000000    0.00000000    0.00000000    0.00000049    0.00000793    0.00003497
  0.23274945    0.00000000    0.00000000    0.00000000    0.00000000    0.00000053    0.00000826    0.00003568
  0.23410415    0.00000000    0.00000000    0.00000000    0.00000000    0.00000058    0.00000863    0.00003648
  0.23546674    0.00000000    0.00000000    0.00000000    0.00000000    0.00000064    0.00000904    0.00003737
  0.23683725    0.00000000    0.00000000    0.00000000    0.00000000    0.00000071    0.00000949    0.00003835
  0.23821574    0.00000000    0.00000000    0.00000000    0.00000000    0.00000078    0.00001000    0.00003944
  0.23960226    0.00000000    0.00000000    0.00000000    0.00000000    0.00000087    0.00001055    0.00004063
  0.24099685    0.00000000    0.00000000    0.00000000    0.00000001    0.00000097    0.00001116    0.00004194
  0.24239955    0.00000000    0.00000000    0.00000000    0.00000001    0.00000108    0.00001184    0.00004336
  0.24381041    0.00000000    0.00000000    0.00000000    0.00000001    0.00000121    0.00001258    0.00004491
  0.24522949    0.00000000    0.00000000    0.00000000    0.00000001    0.00000143    0.00001403    0.00004879
  0.24665683    0.00000000    0.00000000    0.00000000    0.00000002    0.00000177    0.00001652    0.00005591
  0.24809248    0.00000000    0.00000000    0.00000000    0.00000002    0.00000219    0.00001933    0.00006365
  0.24953648    0.00000000    0.00000000    0.00000000    0.00000003    0.00000269    0.00002249    0.00007206
  0.25098889    0.00000000    0.00000000    0.00000000    0.00000004    0.00000330    0.00002606    0.00008121
  0.25244975    0.00000000    0.00000000    0.00000000    0.00000006    0.00000403    0.00003009    0.00009116
  0.25391911    0.00000000    0.00000000    0.00000000    0.00000008    0.00000490    0.00003463    0.00010201
  0.25539703    0.00000000    0.00000000    0.00000000    0.00000011    0.00000596    0.00003976    0.00011382
